SSN,Passport,Driver's License,Credit Card Number
423-97-2858,169304333,59526579,4556073350879620
421-66-2065,951143380,27615948,344473989773670
418-12-7676,203271011,95620245,6011323275424140
418-40-5006,260745928,20559083,5388501702782090
418-52-0745,472632066,88143789,4532222094769500
423-27-5285,407805164,11395668,375031482999820
420-73-8576,833057047,63775294,6011198412872750
420-02-8903,790852505,76820537,5491419934207860
423-45-3361,323101312,82914439,4532839076092620
420-52-3407,279646872,11595280,371212713854513
422-37-8046,684683992,32948619,6011179246145440
424-82-6968,169891889,10125645,5391274528662850
420-97-7929,275793758,49460516,4485759627110350
420-01-7969,855240029,11265930,370700299842408
416-58-9509,670881694,62128355,6011646247893300
419-35-4952,885572350,15831532,5497532181806070
418-70-8512,582695447,64587848,4532449407131920
416-51-5761,524295775,56061050,379928369068817
416-76-8803,867534081,11000066,6011484048316620
424-47-8545,806442892,52795666,5299922183127290
421-14-9596,945495855,84125404,4485006856297230
421-98-9424,821479150,20757295,347754885082606
422-70-1393,950299752,51813906,6011760279293190
419-19-8809,726618313,32056313,5520988177336260
418-81-9202,933197006,96976273,4532083870808360
424-91-1139,934118359,53953752,349923404881081
421-76-2013,706316839,74165335,6011859505421340
423-81-4793,615475628,98952599,5440512604378430
418-96-8427,404289436,11967693,4024007121988200
422-78-4650,233389821,23609818,378854365737307
423-78-8526,336239495,68601829,6011206785187050
418-30-0088,290530151,74160232,5365869072404920
417-99-2309,500033536,10933676,4916980051019860
419-28-0714,548761540,17975291,346570674242578
420-48-2431,850734350,84001121,6011239961220740
421-88-9436,818981175,46149832,5443910924198450
421-28-3048,795030801,39849247,4024007119946230
416-19-8711,127989996,99205659,378179017271863
420-27-7477,737022733,63259857,6011716558309780
422-14-6005,220872416,93739354,5378313819172270
419-03-9620,989618774,95620990,4556784968864560
424-08-3218,248934316,36613664,348072398183574
422-42-8991,859188286,70342846,6011228291286580
420-27-6478,430253592,71266226,5489640567174630
417-24-2414,166798675,52775688,4532505257441600
416-01-0640,913699153,56832557,348361940379677
420-71-2205,559951243,89209795,6011977415373200
420-88-6515,945672295,56949794,5177686676787250
422-90-7769,478351232,77041809,4929323604964400
423-31-0615,383543819,74936146,371900132850878
421-11-6914,841983606,90801566,6011365604553050
420-59-3865,743384000,25494234,5116811622103110
422-17-4580,923467738,72146545,4485530957186050
418-37-3057,200811762,55473155,377823897177945
416-88-1628,908233090,32185932,6011653053923000
416-17-0339,282204822,89158465,5544705241357910
424-06-7664,574735838,77181222,4556236641272690
422-97-9012,992023527,66921586,346047687614465
424-14-9997,740049526,69976855,6011069797898750
421-82-4124,245701052,37193957,5297977936982280
421-74-2265,687486511,45713241,4929318885460400
416-80-7920,835375385,13229604,372399506810734
416-63-1304,949922375,92498886,6011355482887190
416-80-6497,595045478,46132232,5285902023046010
419-85-8573,680557292,65450549,4024007115035840
423-59-8093,394343227,54061285,341213887937073
422-71-8052,726107383,90380249,6011254108700070
422-39-7484,188494922,94947040,5106011675203830
422-85-3842,757867250,74503596,4716854011413190
424-05-5962,669054510,58299950,373870066788196
417-97-3468,451696397,76512952,6011720744023990
424-46-5809,354702439,34487630,5170727533101870
420-77-9023,858373818,56711617,4716586729409530
421-32-6076,418925252,71172305,343513518275191
417-59-5570,486921821,96905540,6011395074977310
417-34-8967,490926556,79293968,5196586409425420
418-28-9625,492328079,18628476,4929426951225210
423-60-3928,698876299,83663156,344347160295366
420-53-5911,961443795,44902198,6011471847869740
417-04-4477,948139956,29966490,5551791763405240
416-86-3404,451801652,67767027,4024007186997510
423-26-1170,454498473,63709580,340787175680538
419-36-7969,338959308,73841690,6011303900501060
424-00-3811,396594173,81642688,5153806612929550
417-62-3794,873805007,70550268,4539375767478320
417-63-4897,703610767,12047199,348460999041251
422-89-4090,471752271,21774463,6011262375568570
421-03-0941,433194850,53762807,5402827745470420
423-52-8963,214433033,94472317,4485466777004010
416-98-9110,599523574,89318914,371557901645341
423-38-1181,519433992,39743388,6011915920443260
418-11-7900,852577652,83513397,5396253855433170
417-94-6199,483523765,67832947,4522608683000220
423-27-3920,182358139,16596889,372762943753330
422-19-1677,987443361,13379965,6011307390109050
420-51-9696,533124749,24035612,5597694221252920
422-11-2058,229313030,97207984,4716524917655720
417-09-7655,208258858,24302125,370391049336592
421-90-5161,673888239,55397433,6011487560318780
416-06-3993,307167018,64610039,5245968853960380
423-21-7752,974367628,50480514,4916732670081060
416-90-7391,603665685,79240467,342344615182432
419-36-8260,424222809,57993111,6011333005573760
424-18-7121,731653117,18206488,5202591805595980
423-07-2892,209031394,74488125,4532808809981220
422-17-5509,403485987,90325302,344974664015832
417-31-9475,975324914,27773850,6011072277830220
418-32-2115,149564766,44252115,5497772053628350
422-08-1429,121305524,56165732,4929401201050300
422-80-4470,707974565,66980690,342809034615246
418-54-8838,270282282,98443500,6011031190300920
416-88-9254,527581450,14849266,5293908980324680
419-27-8260,263543104,92589354,4485288767648330
418-93-9916,469079119,73605318,346790426400163
417-64-4454,574935892,31068551,6011419986645840
422-44-9974,741632537,10376602,5314926596180470
420-48-4673,835907846,37215430,4929090805128280
423-65-1067,812406645,34450315,345854385029107
424-76-9348,467998740,10824261,6011579747760090
420-02-9907,651504186,67312366,5380362104911910
419-42-5035,307891877,35253914,4309092206382440
418-11-2758,566043628,87709203,375126678604372
416-03-5342,440159372,54787337,6011332415291500
423-49-7792,587947984,40709332,5598851145169930
419-04-4205,782070536,77432200,4556924581502040
423-30-5008,859718094,93260947,345499173285949
421-55-6938,974454014,90624217,6011676224443790
416-56-0579,863015023,28581772,5507119074123210
417-18-6166,479829942,60233528,4929061794099550
422-88-2873,162188096,25917507,345287221753038
419-06-8617,866173559,26391651,6011757217887850
417-68-2762,724827067,97905999,5221385500164730
419-11-0953,953111810,64959532,4716556173582540
417-26-3504,356700143,47072532,370662886552289
421-25-1366,985818403,93288966,6011711606551430
417-10-9903,567748425,41210478,5162356029071510
418-18-9357,326526984,91246976,4539417575460280
417-12-9083,855080333,46554929,343469898688208
421-72-8767,907373237,60512912,6011621656450540
420-35-7101,180356877,81868606,5257016709587470
424-60-2606,867685258,88533343,4532504415047100
420-28-4039,876235590,82486410,376122329806382
423-21-2661,316028734,58157856,6011898352916040
418-29-6416,266354631,76297267,5472202720860820
416-32-1288,526443081,44965737,4556758101308960
420-53-7274,684709421,63754975,377966884887933
419-12-4284,376205762,53595025,6011648211574400
419-23-5004,742880782,29427594,5447950582495140
418-74-1009,989739182,13528788,4556095580984720
420-04-9771,770489777,74594573,376328497187832
424-51-3659,755515391,14604643,6011740888453140
418-70-4378,461417206,25577207,5182300179048930
424-05-7290,861692043,64487018,4716290011214870
419-80-5977,215890181,57498537,372790867857175
424-20-8126,504773047,64198035,6011285263043240
419-52-3939,756912691,45812765,5330910938573680
424-84-0059,916660785,21893346,4024007168729600
419-08-2811,917399628,75933964,371919960285379
419-81-1909,771631819,16662075,6011023560003750
419-38-0647,200520454,59300201,5510095612683700
423-94-6569,562113150,97932231,4485518772570160
417-46-1670,992319207,65175048,349586195193659
418-95-0033,582241462,98591034,6011421426463760
419-90-7240,157656916,42580355,5262208207688170
421-68-1228,942553072,13732251,4539938898704040
424-62-8495,165464767,45429430,377516351594155
423-39-0682,945892294,96692250,6011517350650800
421-99-9086,179051049,42701792,5277915442320140
423-85-1603,174153640,31558558,4532882593576450
419-79-7574,398813484,33937365,371898270998675
423-49-9122,530562678,13898294,6011370945312180
418-92-9211,625136879,31664820,5260727608028380
420-83-6669,875099460,24845695,4539645365456070
418-77-5072,578616339,73492453,348254640438804
418-52-7081,891053212,38949262,6011254213452120
422-21-0110,909954177,42684725,5289503601287350
417-49-2506,262237507,43869605,4485604571565560
424-47-7963,821691291,11020896,349385704584098
423-58-4473,628092039,15774297,6011161410439810
421-73-5323,648233247,22732858,5352121638132410
416-76-4294,571086610,13306316,4929645215327010
416-16-1333,160479982,17422451,378586625056157
420-28-2140,410999163,81027509,6011744026804940
420-90-6744,366886965,39719805,5329922179182690
424-72-0074,411547578,48108791,4716814351460370
417-94-6731,411203266,27597970,349657115789064
416-59-1710,614548677,43584517,6011146762481490
423-50-1178,170600142,53948939,5561792322758710
418-53-9611,599663644,35328748,4182585449311790
424-42-4649,506314196,82813821,371077354050618
418-92-7245,734073446,81196577,6011139631408690
418-46-3749,872083476,40639378,5331373794271810
424-18-1798,125228128,62396688,4716476545621960
418-54-4700,599619511,49860881,370561478792438
420-85-2899,112914720,30835590,6011725697130920
421-46-5113,429819494,30960131,5280733738232480
421-16-4869,261684815,81257344,4024007120134170
420-65-9541,118602857,71942282,378355341665794
416-43-9167,776392775,75664005,6011398303159330
421-92-8823,715052859,88301431,5561092786193690
419-37-4933,858872167,74399416,4262334689596160
416-37-9017,456947043,35912214,378676494684682
419-33-7119,719418269,10257811,6011841237257030
416-14-7114,970209150,19102949,5461783018682770
419-52-2665,496418706,33858070,4716523609071440
416-37-7184,923600342,28056733,375560867267130
417-31-7788,242197784,19280095,6011860317088170
420-22-5863,582685801,96686420,5454659585833100
422-79-6856,509245855,83605147,4539893985611970
421-71-8633,817354942,40723782,377159094879938
422-37-7316,366883363,60722077,6011429070942630
419-49-9043,364798945,89227211,5583954858300310
419-03-7351,771725036,84231943,4916931768707160
418-75-6223,572301683,81735047,341163995369554
416-01-1519,115468330,29418012,6011064317299620
418-15-2763,295540008,42183110,5513638167342170
416-43-8331,929306638,73179230,4024007108050120
417-44-2249,876658541,58571449,377644660043431
416-25-7693,768211205,40579263,6011208677364950
423-18-2325,341101810,64502323,5420312853154400
417-97-3864,971879097,45374488,4485999149285970
418-05-3290,228616049,11605680,345484408003317
419-95-3065,882815400,82911666,6011112637638140
419-30-9268,775060758,32661277,5177266720081290
421-63-0284,903221056,11625294,4916181459357750
416-81-3368,403739361,19483340,343977448775416
417-88-3240,972525401,81673814,6011466801383400
417-53-1267,288573865,67725906,5276305612842550
418-65-4974,761795526,31895558,4916790090117650
417-97-7147,661176645,80303439,371264501302072
420-02-6813,361072760,54586026,6011696287078110
420-15-6630,136814050,62010333,5409929219639480
422-11-5751,323699111,28716117,4916923425082910
416-32-2432,730665251,84667711,379426349403154
421-74-1690,148771705,31888817,6011141490049860
416-60-8740,804717747,74310527,5264495544238020
418-27-3473,960905135,19573232,4916912704382170
416-60-1722,194813339,40527358,371411706166675
423-69-7783,197688551,48857197,6011134745527240
424-99-6796,414883818,77340920,5372215699606830
423-34-9774,144622828,10944819,4929511654202280
421-90-4668,674477950,37463554,375401081538487
420-41-5640,462204747,42756954,6011077003138820
417-46-7460,948001539,49614878,5256811549916610
416-32-1562,461187620,27834175,4929721494740080
422-67-4696,409700835,16860986,348717099437444
421-35-7653,101024139,47755330,6011425904673210
419-48-6850,656139908,15434509,5526268024509200
421-96-9541,999588362,95141146,4916319505303420
416-03-1798,905447180,37877772,343870427739356
416-64-1692,356438140,57780523,6011691581863760
424-69-7722,423745917,81484082,5590058802100570
417-59-4107,394845605,13524484,4929506626305200
419-35-0486,411281993,64998832,348032758324937
416-11-8180,279833591,82730956,6011804733745810
420-68-3104,394696965,14376803,5410530857143590
419-37-1336,371748769,93202092,4500170018558530
417-44-4725,722588465,41908233,373698912600855
424-12-8214,641817071,42198006,6011420746117600
416-56-3232,967225204,67874977,5354443216565680
417-15-0439,963672610,91601974,4084276341861180
422-05-0903,341911198,39484819,375888649318230
419-09-3374,575868033,55389644,6011583052011060
420-82-5679,910890554,92883861,5532333796606140
423-29-7808,775456891,93649935,4033001267116660
424-00-4590,826518900,97270771,376985157186790
423-23-0086,547383755,87279249,6011594977550880
423-02-0545,855554388,78201523,5553136298008050
417-64-5137,340304799,41448408,4532492388630450
416-57-2157,836048556,36826335,342044758331784
421-66-9826,472479042,19852817,6011595442125400
418-91-2135,859591193,82428111,5448425855848730
421-54-3810,900102664,41664811,4929287758286860
419-76-0547,962329653,55413848,347098400204000
423-13-1173,368925379,30698948,6011079195198110
419-91-1733,332612407,78095787,5139720314072940
417-54-8236,710250905,36740006,4539980721194160
424-66-6589,171325656,21746361,347541916679207
418-90-3149,220927431,87950196,6011235881526420
422-26-5558,498516551,16045920,5361196299794390
416-09-5298,662320551,12790248,4539962497570840
421-87-5886,160342336,56221474,379176540475044
416-24-9742,191336519,38025183,6011407957840290
417-66-8297,930146082,31037978,5215907733704290
417-94-8968,102119004,62867533,4532658007518550
422-40-8345,687521344,31869564,370082949786537
423-40-2096,454202656,52282404,6011704192438330
419-62-9688,144570783,83146094,5175938785614650
420-42-6214,393586905,33312701,4868523300326800
421-50-0487,513284608,11039523,345978669275043
417-31-1799,458169632,41386124,6011615939081100
423-89-4548,871513713,68665051,5526946781152230
419-83-8005,768544995,39038398,4532162767895790
422-08-2448,274091693,59902926,376905055542225
419-51-2963,426627371,15085567,6011568149682070
416-27-1228,887590786,69247541,5361339732050700
421-34-1439,102643943,79493297,4532430078349420
420-19-3414,681220436,58148861,377864443082163
421-02-3288,686063999,71385507,6011506551877080
423-94-0277,101916716,43882888,5589269501793250
419-37-4253,598832900,65844563,4556802840595140
417-25-5231,445278470,39772959,376151073355635
419-65-9324,354646953,33000323,6011365357158980
417-91-3162,588555101,61369090,5334197427206600
418-15-2227,534859663,48591401,4539583222249860
424-34-7008,997713698,68239769,376834134068632
419-67-3905,713939523,25536560,6011215491983340
416-95-8417,627414092,40465117,5106989988681810
418-28-2380,760898537,65639049,4916296584196490
416-85-3961,528849319,62970661,346068458161916
424-08-7159,513336727,16952174,6011926388658110
419-74-6508,452030146,27001409,5454018292193270
421-82-5813,561675221,56407297,4539827607518680
416-66-2575,674048029,76841489,342412298087614
418-17-0776,258433801,63910436,6011770328033910
423-68-1192,932049211,28640527,5475287064564230
423-17-8204,496524948,47959302,4532870994635900
419-92-4867,928554642,52119320,344831515292947
416-84-1391,459846018,30185502,6011597107642050
417-34-7126,826505829,91380735,5560972052500840
417-18-1159,307494182,42552590,4485826169513960
418-29-7084,300628286,97135712,344713244963735
416-84-0809,926429942,95960055,6011323174139400
419-44-0837,652239740,16173969,5249779457380230
423-22-2365,803891471,51466632,4916379419890910
422-10-3832,142362685,38751647,376459018169098
424-41-4795,406509537,54969738,6011732152436390
424-42-0115,401590058,83423077,5277241947228570
422-95-9887,843373539,15219821,4916832867784200
417-14-2426,633230842,21680088,344927872957922
417-99-3498,710858046,33251576,6011883631830320
417-60-0940,142009791,94542281,5324365125488520
422-51-4171,525518234,20987837,4916560765429440
420-51-2064,642578138,11481340,343470080221964
417-67-4487,802306866,34933799,6011633980335330
422-59-9942,528135604,84312839,5468236267656670
423-10-6722,631773682,35674862,4024007164628540
423-14-6812,150161625,32206364,341197016930234
418-68-4362,117072096,96608130,6011975054281680
419-69-5935,501941343,29365240,5366082961933370
418-64-1567,904106788,37101039,4485345350061450
424-01-8766,319298175,50454292,371516496644515
421-69-0209,137833241,25520768,6011411265344390
420-92-9622,230968401,63129478,5345565536017260
422-59-9371,100386202,88491389,4929227343729320
418-28-1049,755707815,99495553,375497596488606
420-97-8481,252454730,53406053,6011849036611840
423-73-6862,904426379,77812186,5424126061342450
419-13-0225,439724176,99455440,4716887968601300
423-27-9124,714591853,68403198,377087362049415
421-84-0949,795038716,13019387,6011466413979960
421-76-5076,365413530,87918845,5425505784847260
422-72-2927,881047232,31376658,4532301940158510
417-24-4945,181768504,53489719,373089918789902
423-64-7089,593038469,12153993,6011604150229420
424-47-8645,600568528,53870174,5365747611737710
418-15-6172,695553745,48749483,4485296602144870
422-26-0047,474093108,42546988,343316603747201
419-99-0367,709564732,50081626,6011040634726620
417-14-9800,404394749,85532724,5245877316710510
419-52-0454,389914626,72081359,4539035197341920
418-85-4294,458436231,51582699,340557413581768
418-08-9343,435103965,35090104,6011771711092240
419-47-8549,607819774,33396036,5316912791911390
420-96-3818,544752079,63398978,4532428326629050
420-34-6481,611303373,12716448,373756157016516
419-45-1359,982405447,79946257,6011398511641950
418-50-8557,630433585,34298859,5184365925630670
416-84-4965,343501758,34343379,4716932895474230
419-21-2354,114411744,59132040,344654528653917
421-94-8559,614082683,26070630,6011661003953100
423-03-9028,162277191,51145877,5457042300318880
419-36-4605,273863127,47548056,4024007123384310
422-73-8769,904578865,75336296,372807627214347
419-91-3223,671232506,41318238,6011993398366100
423-91-7411,760399394,98611562,5451802887923980
417-29-2067,865978791,71678251,4539084103168270
421-61-2816,364988535,88260040,343710265703009
423-91-6480,252354582,59416155,6011125283427530
416-54-6889,414005292,62314852,5598171684790680
417-82-2021,568524841,64847152,4532075401464110
417-92-0407,472922612,49374235,347334259517386
422-74-5670,622820275,92785594,6011561894888640
417-57-4972,735241037,69694118,5397503354057360
417-27-0746,191749157,94544015,4532027222810920
422-17-4136,328031586,44722511,345446949308398
417-16-4569,275593994,68779054,6011872078023490
417-48-1581,656369791,79504515,5393115656235350
416-89-0322,706465619,35787638,4916761953850220
420-32-9884,356683673,77584642,346019796721150
419-84-6665,934585765,96585168,6011720103078880
420-98-1266,331880191,15682191,5525912742151230
416-72-4108,513778246,28869747,4539917010352270
420-90-6137,435405651,40943319,341521792350749
416-07-8013,265907965,18740110,6011047587362600
419-50-2820,658713673,92332985,5471220052149390
417-44-1866,676169417,57961735,4929133598727450
420-54-0447,687642995,47947229,374784794884483
418-69-5967,707918569,49731052,6011156866047280
416-74-6982,780643869,16182927,5402676443504670
418-81-0444,227742643,75977379,4539389612070630
423-44-9973,570978050,92838729,372098788749095
417-07-9695,394300540,90510430,6011240852856740
418-03-7629,443490135,65950585,5433515715685900
417-77-1844,102020718,64650250,4539513968139980
419-18-4727,187806955,93790732,345493141152133
424-15-1125,978236228,20021281,6011215861903420
423-33-8394,958349485,56559398,5313384906967330
416-94-6504,304731845,23006652,4539849810872030
418-73-3127,519286288,56065013,340246964530206
419-01-6774,595205447,78271137,6011612761911060
421-23-8228,766397353,74704811,5110826816765700
423-47-1065,472371499,59173927,4929908066621100
419-93-3649,954265615,66548082,376600792565106
419-49-2202,383492762,23274187,6011775944443750
424-02-2446,907632551,86772896,5135230792996610
418-11-8481,476994343,99996819,4539914991193550
417-86-0357,257863256,19730302,348060246792381
421-07-2927,689636708,64281132,6011008635062520
423-69-5513,781290912,56725578,5286935704996820
424-92-4414,307440235,51053350,4485517399461150
422-91-8790,401864409,37028198,373400016208465
419-19-7066,705872530,65223313,6011355956041270
419-06-4961,617646608,33205606,5203602774156810
422-80-4533,880604393,77990111,4916567748661430
422-70-0665,379676242,37940054,349601095144619
422-85-8553,530437948,19235093,6011070766731480
421-85-4938,614091254,59833018,5128890989378500
416-36-8461,862028915,72826583,4485609494323060
418-49-2741,725783864,88303619,349081209171404
424-29-4339,968479664,45258117,6011377683781180
418-91-0502,563242952,13025450,5493624183353690
419-62-3207,780732962,35710719,4532728171389630
419-07-7840,183862432,24513342,345793136245101
417-65-8909,574179072,82668160,6011991838309460
417-46-4461,287820139,75069480,5447133884048310
420-78-0556,754969473,23387872,4556309319764900
417-07-7664,701311756,63205237,377147930529866
422-01-3523,783851407,97322650,6011693317887750
421-73-3635,344048534,17827372,5409720701956100
420-84-7097,275484948,63928451,4532048189630690
420-11-8158,662253029,34111906,342323262743894
417-03-2210,760299590,50804463,6011371376401900
416-83-5982,427986465,33794787,5109712957364470
417-34-4395,703416526,63634618,4485865298352800
421-98-4067,616036911,71766090,379382683666635
423-65-9994,269919701,62731849,6011426681004490
424-09-1128,383318215,20465600,5462883416018590
420-78-4867,279190324,80619777,4556493928543120
417-56-6855,639232049,44417158,374807957484872
422-97-9775,374887949,40780663,6011602080914000
423-49-8869,430827387,97813998,5484424077334950
423-16-2267,312239757,59092503,4661589247928590
416-29-8680,990173579,75265756,347042399486079
421-10-1009,128632573,57782895,6011748980444060
416-29-7623,537853983,56515155,5161421668976500
422-33-8166,443994728,88020136,4556263984580020
423-76-2664,222983873,26152130,347689641096088
416-84-7386,820693200,22373528,6011672602311510
417-52-5530,960578962,80974258,5274364135091600
417-95-5750,830623875,80452246,4929074337911080
422-20-0147,310551234,74476513,341537506548451
424-78-6889,419222600,57916696,6011630977438550
418-45-1461,514336224,97292424,5222540405569790
418-74-2666,226333978,93534762,4716830251805860
419-04-9642,871186086,10718187,377220070127658
422-08-8062,952483679,22870437,6011911390374780
417-30-1314,168739001,51757807,5250568912726980
422-38-7318,840661346,72921060,4916925129172010
424-09-4933,700929866,37075516,375931008321195
417-63-2895,184472545,35344737,6011339081842940
416-95-2135,685521543,78262829,5479143083521630
416-32-6231,872741651,45170689,4024007166692880
417-38-8944,901206952,23536632,344382305045012
419-03-9127,631807665,35717677,6011321531389230
416-77-3611,120954402,18198919,5321837713722470
419-69-4364,202131067,34856923,4024007119825580
423-92-4531,690891543,27722630,342794690078329
419-74-8310,332861487,57391448,6011720636839180
418-87-3175,680507290,84291807,5258689812795930
416-01-1378,955217488,19404273,4929127293654090
422-77-2165,973087808,12002796,342564014282133
420-87-5000,621464226,79836122,6011780208629610
421-76-9984,241345914,73820950,5261019171353550
418-20-3486,369119560,42207941,4716998776336920
421-55-2612,105499202,87108952,375747399619983
418-24-3122,429258905,41932761,6011351446425980
419-38-6187,139895801,65782865,5324875341782550
422-37-9251,999601123,54944529,4539981419988590
419-79-8494,661292060,51214976,373637371508548
416-32-3940,378011592,93727584,6011045323265790
424-81-4217,454938197,57559226,5517593084838470
423-14-1284,194752412,70472347,4485399046540560
417-19-9699,989218678,34911024,373912329595461
418-09-3492,601170022,30466762,6011550812538410
424-13-0106,215119018,32052577,5165281823723770
416-59-0327,156359378,70704000,4046797861567220
417-88-7511,227889171,11926295,341498652746458
417-89-4296,533048394,93488407,6011580712453550
416-31-8663,472170313,51357602,5304083401638550
424-69-8309,356627554,61003971,4929354126377140
422-11-0575,293134522,86293218,373160065867013
421-04-6784,931917646,27146535,6011065009140680
418-69-4973,964556247,46818534,5362714467290690
424-40-8167,561779640,45993298,4916228768241000
421-95-3411,439472139,41586511,373129453353092
420-81-1710,228969401,96007437,6011317138693500
422-57-7113,356541593,76022147,5260081416145880
419-99-5066,430332920,36792216,4716027526529350
420-57-3369,959429244,87516183,370118125250193
419-35-3259,239937635,94481311,6011474185998870
423-37-0422,315166997,48964066,5185126342800470
418-90-4760,879822897,20800226,4532903032222320
418-98-4403,459014273,85259059,344800271927285
420-17-5415,814991560,35642191,6011303537194380
421-52-1882,146577372,49802327,5353893010712600
420-18-5205,862524456,40876654,4024007134334320
417-41-8597,665121753,72943011,370253445725671
418-10-3781,825065949,67693577,6011591431488650
417-11-4113,998029675,65443196,5429715699334760
418-66-8066,807160869,15494457,4916057484051880
421-44-0818,719556271,34098538,377504950924023
416-70-2298,206783881,30200272,6011536167102700
418-03-8190,971569634,72936990,5379344453998630
418-78-9618,648111892,32454782,4916661436220780
420-80-6702,706845248,32712628,371625079660895
422-01-3786,140252281,31511697,6011304798338850
418-23-9397,777616474,66397291,5480029210158110
416-27-5229,274493673,31133522,4916256429585880
422-93-8062,550230431,66708864,341044249474681
419-05-4758,836513593,31127059,6011289688200720
423-74-5613,550556920,54886949,5506270001929660
421-31-0273,915438167,74005669,4485517624105860
422-64-4728,725757856,50381509,342099069372612
419-62-4171,687994891,91183847,6011735433971900
417-74-6226,281221756,64557935,5176493413599760
420-90-0797,639046852,60929640,4916409371813220
417-69-9534,413897579,64586709,340560511487342
416-93-7759,542631924,66227751,6011086874154020
423-93-9016,824051134,65291573,5571642745962770
421-69-7070,247008151,81222335,4485798787655590
419-56-6289,378633516,17919697,343228097460870
417-71-2151,957552980,48700901,6011832360848180
416-47-9872,712075819,20015139,5141933785832460
424-01-8488,609442752,75152065,4929273295031250
420-23-7832,959928405,68102464,346284722388413
419-31-4936,170760583,93072101,6011880934599730
420-15-3424,770287354,48237331,5575878080692320
416-10-6398,962531704,90121919,4716313273796100
417-51-1402,228807455,72171476,343721597457040
416-56-2894,766366504,18193500,6011239082759390
420-02-0316,725175410,23523774,5350769060220150
423-17-9280,516257263,79765079,4929173367530710
417-32-7648,152172772,55252229,345359949414829
419-28-0226,452838091,98055412,6011925426543660
417-02-7894,889101269,36516096,5115426205034680
423-83-0841,500386065,32180656,4532660089730010
424-34-8202,242136926,87700941,371402579041459
417-24-8019,600296875,87995050,6011203069122510
421-80-1957,928457822,42667731,5133488419272810
418-85-3045,532910262,39198149,4532516651716210
421-47-0337,497111524,85363890,349608212109615
422-87-2005,591473054,12516394,6011978680244130
419-85-1253,969529003,55416119,5304107116942630
420-05-4866,876148159,47105362,4532712596787230
417-56-7188,292972452,91628726,347646518213121
420-07-9559,253986554,61289454,6011944949370540
422-46-6802,202010209,14079220,5548690431353850
416-82-9538,399261195,29172545,4416047290261090
416-97-3034,978217403,17301589,376661721319619
420-50-6783,883758702,41203282,6011119988665140
423-60-4619,540848458,67018726,5563354818461590
419-06-7361,982532174,61305981,4539111281487010
423-89-5611,804456076,32041173,370792471200836
416-63-3363,366172931,51690390,6011336832570710
421-26-7162,268498030,80274101,5484787215338940
419-93-0685,482503052,70522132,4904267849942010
419-38-9156,838452639,61540903,377742076770595
421-96-0905,847242243,64612345,6011138439600330
418-06-6907,662480499,77729324,5444968494839020
417-22-8986,780073850,67176396,4916477053961620
418-12-1591,635628562,98445034,342380353059515
421-79-0934,234229541,26282230,6011291231599190
423-43-8524,246587096,76530737,5392660951957360
416-84-4357,381475677,30596401,4916589621645040
420-25-9539,201353814,60878825,342593911965441
422-95-1248,680216262,51568313,6011671895823740
421-30-5072,783325536,96172474,5318448024228600
421-28-2866,795067107,62550910,4539659337350170
420-12-7984,630161597,44134390,374772633323623
419-23-0010,709463576,35294834,6011975586641180
423-89-2468,986342637,23957818,5214325213114520
422-86-2724,475038854,93351177,4532249306774810
419-83-9072,138119225,32946204,371893998211352
420-73-8694,519567939,39244781,6011573084643990
418-24-5311,916008909,82634798,5192575684472960
416-64-0314,862783238,19864327,4556848712138030
419-90-1575,564768608,11292448,341372567374054
419-64-6147,903159536,16582812,6011245763122480
422-08-1807,807830093,89000568,5142417520134740
421-97-6231,418068350,37457123,4523553855571720
419-43-3548,933589219,17492543,372576424773785
423-84-3617,254553860,84562229,6011875958889960
418-19-9225,705364975,60186886,5419767816319560
417-56-9469,570503618,59706403,4485135207444940
424-00-7797,233048418,99767252,375449763004757
417-33-0184,733380216,63324390,6011514970769110
424-70-0612,768158503,73314869,5412329781761700
423-24-6617,946797192,27919951,4916159507779620
420-43-5670,123643180,67536913,341199710460658
417-52-4353,301229338,56974230,6011576118734190
423-07-7876,749119589,69889160,5461542877843150
419-49-4686,722245502,46510047,4434405326096710
418-80-8330,325463991,20574862,347251144529410
423-81-1200,349141868,57639405,6011234461989130
419-39-1778,500834598,41419077,5384270140666390
424-88-3768,141526358,76217159,4024007152774830
421-97-2954,870428886,25229602,378624317072040
420-09-4790,373122248,72885292,6011227308661610
418-72-6327,413635479,64918505,5394980665416300
421-03-5123,535363779,60903932,4532124251042380
422-81-9895,745309247,59054860,346123927566417
422-32-0138,257021093,19539793,6011162273115990
418-73-7168,749281156,16433704,5416764328497770
417-26-0878,295978079,33728529,4539016016154790
421-91-0078,850076399,37997490,349131714686436
416-81-4893,468488466,50865012,6011665424196570
416-83-9124,293880979,78162425,5252064134836230
424-65-9209,494869230,10648871,4716362645376140
420-99-5203,590021045,35240091,342851572830795
422-42-3761,894832893,76757849,6011850175722860
423-48-5489,728776418,85934641,5355391228358130
416-78-8554,120867043,25392505,4716926058264500
418-83-4927,930190189,12426606,378007950480193
419-13-2657,697648775,37413137,6011330698956860
419-02-6284,273082154,13700813,5505508497038220
423-51-7906,832951387,77149065,4916742408531800
417-88-6705,679436976,75482183,343609842057782
423-22-9921,933041734,59480811,6011247189812870
420-67-8823,339272590,80553820,5207595222415360
424-69-7763,756552300,40385983,4024007121527780
417-18-8387,430080625,57598583,345413248170994
